@relation dataset_v3_10_12

@attribute household_key numeric
@attribute products_purchased numeric
@attribute no_of_stores numeric
@attribute no_of_orders numeric
@attribute total_visits numeric
@attribute no_of_national_products numeric
@attribute recency numeric
@attribute weekend_visits numeric
@attribute BrandNationalPercent numeric
@attribute PercentWeekendVisits numeric
@attribute Average_Basket_Size numeric
@attribute AGE_INDEX numeric
@attribute INCOME_INDEX numeric
@attribute HOUSEHOLD_SIZE_INDEX numeric
@attribute total_sales_log numeric
@attribute total_sales_class {Medium,Low,High}

@data
1412,1717,5,77,75,1126,7,35,66,47,22.298701,4,5,3,8.30725,Medium
1418,918,3,77,76,593,5,19,65,25,11.922078,2,4,3,7.906429,Medium
1419,3786,5,507,384,1929,1,115,51,30,7.467456,3,4,1,8.916757,High
1421,2086,5,186,180,1250,1,55,60,31,11.215054,3,5,2,8.314626,Medium
1423,1020,3,180,147,305,14,31,30,21,5.666667,4,2,1,7.34739,Low
1425,1847,3,131,105,1183,3,46,64,44,14.099237,1,5,3,8.250254,Medium
1428,2137,10,136,116,947,10,40,44,34,15.713235,5,4,2,8.355276,Medium
1429,527,2,83,77,160,2,21,30,27,6.349398,4,4,1,6.707547,Low
1430,6445,3,214,180,3464,1,106,54,59,30.116822,3,4,3,9.698333,High
1437,2557,13,98,89,1553,22,27,61,30,26.091837,2,2,3,8.470638,Medium
1438,704,4,41,34,480,7,6,68,18,17.170732,4,1,1,7.664239,Low
1443,792,3,181,154,487,2,20,61,13,4.375691,3,9,2,7.694953,Low
1445,2036,9,178,159,1321,4,52,65,33,11.438202,3,1,2,8.542976,Medium
1451,2505,16,225,193,1150,2,42,46,22,11.133333,4,8,5,8.611547,Medium
1452,1594,14,359,264,510,13,73,32,28,4.440111,4,3,3,7.459944,Low
1453,7863,3,754,399,5529,2,109,70,27,10.428382,4,8,3,9.973057,High
1454,1779,4,124,113,1000,1,39,56,35,14.346774,6,6,2,8.347979,Medium
1461,2734,10,222,185,1223,3,41,45,22,12.315315,3,3,2,8.695048,Medium
1462,2161,3,117,111,1746,8,44,81,40,18.470085,2,5,2,8.468547,Medium
1467,1918,6,822,361,1438,1,110,75,30,2.333333,3,5,4,7.864351,Low
1468,1405,6,69,66,879,144,10,63,15,20.362319,6,6,2,8.215523,Medium
1470,768,11,120,107,437,4,35,57,33,6.4,4,4,1,7.457644,Low
1474,1166,3,71,68,684,5,17,59,25,16.422535,3,5,1,7.802156,Low
1475,5073,8,262,225,2578,2,101,51,45,19.362595,2,5,1,9.467203,High
1479,4043,5,698,442,2324,3,131,57,30,5.792264,4,2,1,9.068307,High
1481,1492,12,144,124,968,4,31,65,25,10.361111,1,4,1,8.006784,Medium
1483,2192,2,83,80,1092,1,26,50,32,26.409639,1,1,1,8.396649,Medium
1484,1685,6,106,98,1071,4,55,64,56,15.896226,1,4,2,8.073836,Medium
1485,586,6,66,64,351,16,22,60,34,8.878788,3,5,1,7.690688,Low
1488,1462,2,71,67,777,20,22,53,33,20.591549,2,5,2,8.053544,Medium
149,3524,3,139,128,2551,61,21,72,16,25.352518,4,4,2,9.109583,High
1491,2609,2,289,257,1910,2,80,73,31,9.027682,6,4,2,8.636925,Medium
1492,618,4,95,89,333,3,14,54,16,6.505263,6,2,2,7.111749,Low
1494,1379,3,85,55,706,12,19,51,35,16.223529,6,3,1,7.861376,Low
1499,879,3,87,82,482,1,15,55,18,10.103448,5,2,2,7.633408,Low
1505,1783,4,102,98,1267,61,24,71,24,17.480392,4,3,1,8.307269,Medium
1509,1646,8,162,157,1272,2,47,77,30,10.160494,4,5,2,8.54165,Medium
1517,2011,8,132,117,1037,4,48,52,41,15.234848,4,5,4,8.240026,Medium
1524,949,10,40,39,534,20,8,56,21,23.725,4,4,2,7.706757,Low
1527,4937,8,224,198,2557,4,63,52,32,22.040179,2,5,2,9.492392,High
1528,3499,9,195,176,1954,1,45,56,26,17.94359,3,8,1,8.906251,High
1529,3523,5,168,140,2011,5,31,57,22,20.970238,4,5,1,8.92843,High
1534,2815,6,239,219,1658,4,52,59,24,11.778243,2,6,3,8.809073,Medium
1536,2586,5,128,113,1303,1,46,50,41,20.203125,4,5,1,8.677925,Medium
1537,1223,6,129,98,569,21,36,47,37,9.48062,1,4,3,7.855859,Low
1540,2408,14,143,128,1013,2,43,42,34,16.839161,4,2,4,8.188325,Medium
1541,2916,3,100,97,2045,7,67,70,69,29.16,3,5,1,8.948922,High
1545,1560,9,172,158,839,3,41,54,26,9.069767,4,4,2,8.260371,Medium
1549,1009,3,157,149,458,1,39,45,26,6.426752,4,2,1,7.467788,Low
155,877,3,51,48,547,7,27,62,56,17.196078,3,5,3,7.634482,Low
1556,2504,3,138,130,1079,2,20,43,15,18.144928,4,4,2,8.242704,Medium
1557,2119,4,140,131,1428,2,49,67,37,15.135714,2,7,4,8.488956,Medium
1563,1603,3,110,91,825,14,39,51,43,14.572727,4,6,3,8.452949,Medium
1566,2863,7,287,223,2001,3,70,70,31,9.97561,3,6,2,9.131139,High
1567,1374,12,155,137,839,4,48,61,35,8.864516,4,2,1,7.661165,Low
1568,2029,3,81,74,875,4,43,43,58,25.049383,5,4,1,8.428567,Medium
157,1183,5,171,145,669,3,30,57,21,6.918129,1,2,2,7.904375,Medium
1572,1032,8,47,46,538,1,14,52,30,21.957447,3,6,2,7.753156,Low
1578,1416,5,88,80,828,15,34,58,42,16.090909,4,2,2,7.923754,Medium
158,617,3,180,169,387,8,28,63,17,3.427778,4,5,1,7.533581,Low
1580,1535,7,191,152,616,2,46,40,30,8.036649,1,5,2,7.43356,Low
1585,2539,8,127,122,1588,7,46,63,38,19.992126,4,9,1,9.026299,High
1588,2232,6,227,193,1414,4,58,63,30,9.832599,3,5,1,8.536331,Medium
159,1181,7,80,76,511,15,24,43,32,14.7625,4,1,2,7.654382,Low
1591,2114,10,81,75,1123,5,24,53,32,26.098765,2,3,1,8.30348,Medium
1595,1711,6,116,111,899,2,29,53,26,14.75,4,5,1,8.459501,Medium
16,572,2,90,85,407,22,42,71,49,6.355556,4,5,1,7.185175,Low
1604,441,1,156,148,364,1,47,83,32,2.826923,3,4,2,6.707363,Low
1609,9429,4,271,255,5373,5,69,57,27,34.793358,4,8,5,10.030985,High
161,2908,7,261,209,1222,2,50,42,24,11.141762,1,6,3,8.67129,Medium
1618,1438,4,72,71,1115,1,33,78,46,19.972222,3,6,2,8.215601,Medium
1627,1185,8,87,80,566,1,19,48,24,13.62069,2,4,1,7.859073,Low
1631,6241,5,351,272,2658,1,89,43,33,17.780627,1,1,4,9.250014,High
1633,4285,8,202,167,2767,6,76,65,46,21.212871,4,5,2,9.177905,High
1634,2491,5,83,78,1182,3,18,47,23,30.012048,2,4,5,8.435145,Medium
164,2269,1,108,98,1243,4,38,55,39,21.009259,4,4,2,8.324678,Medium
1648,2063,11,73,68,884,36,33,43,49,28.260274,3,2,1,8.279261,Medium
1649,453,3,46,45,304,1,17,67,38,9.847826,3,9,1,7.007365,Low
165,1271,1,148,141,578,2,36,45,26,8.587838,5,4,2,7.756713,Low
1650,918,2,105,95,519,7,40,57,42,8.742857,4,6,3,7.722748,Low
1653,8236,12,424,337,3368,3,80,41,24,19.424528,3,1,1,9.711328,High
166,1227,3,122,119,583,6,38,48,32,10.057377,2,5,3,8.026069,Medium
1662,3588,4,83,78,2178,10,15,61,19,43.228916,3,9,2,9.061601,High
1676,2310,5,77,72,1454,6,16,63,22,30,3,6,2,8.459026,Medium
1677,4456,3,193,171,3342,8,59,75,35,23.088083,4,6,2,9.438241,High
1678,1021,3,77,69,660,13,22,65,32,13.25974,4,6,1,7.861723,Low
1680,894,5,51,51,559,24,12,63,24,17.529412,2,2,3,7.620548,Low
1686,735,7,93,84,371,1,20,50,24,7.903226,4,2,2,7.161436,Low
1689,861,5,104,100,316,2,30,37,30,8.278846,4,5,1,7.79416,Low
1692,1254,8,130,109,535,2,30,43,28,9.646154,3,5,1,7.462766,Low
1693,3719,8,156,143,2324,2,54,62,38,23.839744,2,4,3,9.004569,High
1694,3751,8,164,127,2102,4,29,56,23,22.871951,3,2,1,8.785754,Medium
1695,661,30,153,137,281,2,35,43,26,4.320261,3,3,1,6.939554,Low
1696,1022,1,62,60,779,8,17,76,28,16.483871,4,5,3,7.878538,Medium
17,1937,4,107,94,664,23,14,34,15,18.102804,6,1,2,8.397621,Medium
170,958,5,44,42,535,19,5,56,12,21.772727,2,7,4,7.600767,Low
1707,3255,3,744,389,1920,3,144,59,37,4.375,3,3,1,8.791864,Medium
1708,1817,4,58,55,749,12,34,41,62,31.327586,4,3,1,8.180769,Medium
1709,993,5,81,71,568,5,18,57,25,12.259259,2,4,3,7.614539,Low
1710,4228,14,175,144,2440,7,34,58,24,24.16,3,9,2,9.305751,High
1720,2084,4,139,136,1486,8,65,71,48,14.992806,4,5,1,8.638024,Medium
1722,5404,9,228,152,1879,4,56,35,37,23.701754,4,2,2,9.24686,High
1726,2389,4,128,117,1701,1,21,71,18,18.664063,5,6,1,8.811372,Medium
1740,4808,12,337,251,2171,3,39,45,16,14.267062,1,12,1,9.274452,High
1745,1288,5,125,121,462,7,40,36,33,10.304,4,1,2,7.859984,Low
1748,2315,6,215,188,1082,3,53,47,28,10.767442,4,4,1,8.433462,Medium
1749,1188,4,97,93,716,8,28,60,30,12.247423,5,4,1,8.078561,Medium
1751,2377,3,141,128,1089,3,46,46,36,16.858156,2,2,4,8.329144,Medium
1753,1464,2,427,272,962,1,91,66,33,3.428571,4,4,1,7.825229,Low
1759,2288,8,211,135,962,6,53,42,39,10.843602,3,4,5,8.255989,Medium
1762,5640,10,210,184,2472,1,64,44,35,26.857143,4,8,5,9.353875,High
1764,3983,7,117,96,2359,5,31,59,32,34.042735,4,6,4,9.220904,High
1765,1471,5,61,57,869,22,21,59,37,24.114754,4,4,1,7.966933,Medium
1775,3612,14,160,146,1979,1,40,55,27,22.575,4,6,5,9.003574,High
1778,3007,5,128,113,2140,2,29,71,26,23.492188,2,4,2,8.721646,Medium
1779,1923,4,102,95,972,9,12,51,13,18.852941,6,6,2,8.110451,Medium
178,893,5,119,105,544,1,20,61,19,7.504202,2,3,5,7.615037,Low
1785,817,3,75,73,495,2,18,61,25,10.893333,2,4,5,7.349681,Low
1788,2725,4,114,110,2156,7,43,79,39,23.903509,3,6,2,9.024329,High
1791,1249,9,131,122,632,3,63,51,52,9.534351,4,7,2,7.906183,Medium
1795,5559,5,1125,494,3951,2,162,71,33,4.941333,4,3,2,9.154886,High
1796,1107,4,49,43,633,8,16,57,37,22.591837,1,4,1,7.772669,Low
1797,2138,2,114,105,1523,2,11,71,10,18.754386,6,1,1,8.621822,Medium
18,2357,7,138,125,1395,1,43,59,34,17.07971,4,7,2,8.77626,Medium
1800,840,2,51,47,462,3,14,55,30,16.470588,3,10,2,7.661908,Low
1802,1677,3,50,49,1124,20,21,67,43,33.54,4,9,2,8.471932,Medium
1803,5978,6,216,205,2243,1,62,38,30,27.675926,1,5,3,9.576434,High
1804,3368,7,245,212,1796,1,44,53,21,13.746939,6,4,2,9.046002,High
1812,818,6,97,89,417,1,30,51,34,8.43299,4,5,1,7.519503,Low
1814,1468,6,51,49,730,7,16,50,33,28.784314,6,9,2,8.315486,Medium
1815,1853,2,67,64,925,4,19,50,30,27.656716,4,3,2,8.232594,Medium
1816,1609,11,146,131,852,4,37,53,28,11.020548,1,1,5,8.121549,Medium
1820,2003,4,74,68,989,51,12,49,18,27.067568,4,9,2,8.331278,Medium
1822,1715,14,212,164,950,1,34,55,21,8.089623,5,4,2,8.159495,Medium
1823,4528,5,324,227,2970,1,73,66,32,13.975309,4,6,2,9.268477,High
1829,2166,11,281,247,1275,2,56,59,23,7.708185,6,6,2,8.681013,Medium
1831,2075,6,129,123,1279,11,54,62,44,16.085271,5,6,1,8.375238,Medium
1833,1487,8,82,77,751,1,19,51,25,18.134146,2,3,5,8.000131,Medium
1834,1589,3,123,111,974,53,23,61,21,12.918699,4,8,5,8.157431,Medium
184,2162,14,213,175,1000,1,64,46,37,10.150235,4,3,1,8.65558,Medium
1841,1041,2,32,32,613,11,2,59,6,32.53125,4,4,2,7.783965,Low
1844,600,28,83,80,407,4,4,68,5,7.228916,4,12,2,7.328962,Low
1845,5075,5,149,144,3577,1,32,70,22,34.060403,4,10,3,9.440468,High
1847,1100,8,95,90,628,3,25,57,28,11.578947,4,10,1,7.858915,Low
1848,3376,2,89,85,2476,6,26,73,31,37.932584,4,6,3,9.23124,High
1850,2143,4,173,160,1526,6,50,71,31,12.387283,6,6,2,8.584558,Medium
1858,1169,2,67,64,856,9,19,73,30,17.447761,2,9,1,7.958601,Medium
1861,1138,15,122,99,530,1,32,47,32,9.327869,2,2,4,7.532864,Low
1864,5334,6,130,123,3543,2,28,66,23,41.030769,4,8,5,9.668498,High
1865,2725,7,161,161,2127,5,42,78,26,16.925466,4,5,1,8.802662,Medium
1869,1845,4,116,106,991,1,43,54,41,15.905172,1,4,2,8.173691,Medium
1873,2459,4,224,156,1593,5,46,65,29,10.977679,3,2,1,8.440483,Medium
1879,3041,1,272,245,1853,4,57,61,23,11.180147,6,4,2,8.489195,Medium
1892,2706,9,259,181,1336,1,65,49,36,10.447876,3,4,3,8.53625,Medium
1894,951,3,37,36,560,54,19,59,53,25.702703,3,7,2,7.711254,Low
1896,1402,11,123,110,933,2,38,67,35,11.398374,4,5,2,8.089504,Medium
1899,4068,4,68,66,2545,7,60,63,91,59.823529,2,3,3,9.328728,High
19,5520,9,332,254,3352,1,75,61,30,16.626506,3,2,1,9.193728,High
1901,5038,9,823,312,3090,1,156,61,50,6.121507,4,4,3,9.332916,High
1907,3943,9,346,243,2248,1,63,57,26,11.395954,2,5,1,8.981039,High
1911,555,4,103,95,221,8,45,40,47,5.38835,3,5,2,6.976367,Low
1914,1406,6,156,140,1058,1,61,75,44,9.012821,5,6,1,8.312859,Medium
1917,3408,1,290,259,1820,1,66,53,25,11.751724,6,2,1,8.822912,Medium
1919,2046,3,78,69,942,2,3,46,4,26.230769,3,4,5,8.209662,Medium
192,1498,1,95,93,1039,2,49,69,53,15.768421,4,4,2,8.236971,Medium
1920,659,4,93,89,503,1,26,76,29,7.086022,5,5,2,7.564104,Low
1921,654,5,98,94,239,65,20,37,21,6.673469,3,4,2,7.199835,Low
1923,1373,6,118,109,999,6,38,73,35,11.635593,1,4,1,8.179365,Medium
1926,1003,7,62,59,369,11,19,37,32,16.177419,2,4,2,7.57621,Low
1927,2498,11,98,70,1107,21,24,44,34,25.489796,1,1,1,8.536462,Medium
1928,1214,6,106,104,600,3,15,49,14,11.45283,3,6,3,7.662388,Low
1929,2137,2,62,57,1451,7,36,68,63,34.467742,3,3,1,8.388412,Medium
193,1179,7,100,82,683,18,21,58,26,11.79,4,6,2,8.015621,Medium
1931,1060,3,101,85,426,29,48,40,56,10.49505,4,5,1,7.701236,Low
1935,3036,2,96,94,2020,1,46,67,49,31.625,5,9,2,9.149637,High
1937,3436,10,144,132,2199,8,60,64,45,23.861111,4,5,2,8.789956,Medium
1939,1377,2,55,50,741,6,17,54,34,25.036364,3,5,2,8.08158,Medium
1944,3276,7,128,121,2245,7,46,69,38,25.59375,2,8,4,9.150189,High
1946,1340,3,46,45,677,13,23,51,51,29.130435,2,6,1,8.091725,Medium
1948,982,6,83,80,421,1,37,43,46,11.831325,3,5,1,7.379208,Low
1949,771,8,54,45,359,6,19,47,42,14.277778,4,1,1,7.413946,Low
1953,1111,11,113,96,565,6,15,51,16,9.831858,4,5,1,7.90942,Medium
1955,3760,5,127,102,1927,8,34,51,33,29.606299,2,4,1,8.863894,High
1962,1244,11,120,110,816,2,26,66,24,10.366667,6,3,2,8.044889,Medium
1964,1140,3,68,63,677,4,16,59,25,16.764706,6,1,1,7.59595,Low
1965,1210,2,125,116,661,4,53,55,46,9.68,2,5,3,7.908398,Medium
1975,5147,10,323,273,3228,2,100,63,37,15.934985,3,6,1,9.697309,High
1976,1667,8,165,138,934,2,36,56,26,10.10303,2,5,5,8.173804,Medium
1979,508,3,98,92,274,4,22,54,24,5.183673,4,9,3,6.985651,Low
198,4270,3,458,234,2311,3,92,54,39,9.323144,3,1,3,9.066374,High
1980,1576,3,42,40,827,50,33,52,82,37.52381,5,5,2,8.344265,Medium
1982,2132,2,120,113,875,1,48,41,42,17.766667,2,7,1,8.111013,Medium
1985,3291,4,156,141,1935,1,51,59,36,21.096154,2,5,5,9.060141,High
1989,1654,5,138,135,907,5,27,55,20,11.985507,6,2,1,7.928939,Medium
1990,1582,2,98,94,971,14,31,61,33,16.142857,3,8,5,8.16015,Medium
1995,5513,5,131,123,3454,1,27,63,22,42.083969,2,3,3,9.578455,High
1997,1467,3,58,57,1003,1,16,68,28,25.293103,2,5,1,8.301147,Medium
20,2637,9,334,287,1164,1,81,44,28,7.89521,2,6,2,8.706033,Medium
2002,1287,6,58,51,597,25,15,46,29,22.189655,3,4,1,7.746876,Low
2004,4227,6,248,224,3189,1,102,75,46,17.044355,4,5,1,9.215713,High
2006,2460,3,100,98,1074,1,35,44,36,24.6,4,1,1,8.454813,Medium
2007,2930,7,129,114,1794,2,38,61,33,22.713178,4,5,3,8.917139,High
201,732,3,48,43,302,8,17,41,40,15.25,4,2,5,7.269039,Low
2011,716,5,104,102,367,2,24,51,24,6.884615,4,6,1,7.220623,Low
2012,3601,6,250,193,1794,7,60,50,31,14.404,4,3,2,8.907205,High
2013,622,6,93,80,329,96,16,53,20,6.688172,1,3,1,7.075361,Low
2017,3106,2,124,122,1345,1,45,43,37,25.048387,4,6,2,8.647607,Medium
2018,1783,5,147,117,872,4,37,49,32,12.129252,4,5,1,8.303542,Medium
2020,3707,7,252,214,2124,7,74,57,35,14.710317,3,7,5,9.042893,High
2023,708,5,108,88,407,2,22,57,25,6.555556,4,4,3,7.495781,Low
2024,1625,11,83,78,995,3,19,61,24,19.578313,2,8,2,8.404226,Medium
2030,1193,6,89,84,663,2,29,56,35,13.404494,3,6,1,7.854377,Low
2040,1643,2,397,239,1097,13,79,67,33,4.138539,2,3,1,7.879382,Medium
2041,1972,5,137,124,1237,2,42,63,34,14.394161,3,4,2,8.699346,Medium
2050,1746,2,136,128,864,4,38,49,30,12.838235,3,3,5,8.321959,Medium
2053,1446,9,152,131,944,12,32,65,24,9.513158,4,2,2,8.079407,Medium
2057,1323,9,109,100,599,1,46,45,46,12.137615,3,4,2,7.773935,Low
2058,1941,8,158,143,1401,1,48,72,34,12.28481,2,8,2,8.643653,Medium
2062,3122,13,198,166,1111,6,59,36,36,15.767677,2,3,2,8.549581,Medium
2063,1340,1,81,79,812,6,14,61,18,16.54321,5,6,2,7.859965,Low
2064,1878,14,269,222,1298,1,63,69,28,6.981413,1,5,1,8.5837,Medium
2068,1459,2,103,97,986,16,28,68,29,14.165049,5,5,2,7.818462,Low
2069,963,6,87,73,469,18,26,49,36,11.068966,3,2,1,7.629573,Low
2070,4421,5,623,357,2317,2,113,52,32,7.096308,4,5,1,9.097093,High
2076,3154,8,201,184,2089,7,79,66,43,15.691542,2,7,3,8.812543,Medium
208,1734,3,123,116,1196,11,25,69,22,14.097561,4,5,2,8.234531,Medium
2082,1638,11,160,139,1086,1,25,66,18,10.2375,4,1,3,8.300881,Medium
2084,1179,8,117,106,645,7,45,55,42,10.076923,5,8,2,7.866105,Low
2085,5585,6,296,232,2664,1,65,48,28,18.868243,3,4,2,9.366708,High
2086,2633,5,570,373,1561,2,111,59,30,4.619298,4,3,2,8.730925,Medium
2087,3314,3,191,177,1557,8,68,47,38,17.350785,4,7,1,8.799529,Medium
2088,3279,9,109,104,1440,1,47,44,45,30.082569,2,4,1,8.498155,Medium
209,2537,5,125,113,880,12,33,35,29,20.296,4,3,3,8.648707,Medium
2092,1083,7,107,88,535,153,21,49,24,10.121495,3,1,3,7.54034,Low
2094,1663,3,75,73,614,4,33,37,45,22.173333,4,5,2,8.024705,Medium
2097,2941,6,156,142,707,67,41,24,29,18.852564,3,2,5,8.832716,Medium
2100,1982,3,69,55,892,3,16,45,29,28.724638,6,4,2,8.048629,Medium
2102,1236,4,105,104,886,1,36,72,35,11.771429,5,10,2,8.194163,Medium
2107,1563,4,87,86,820,15,30,52,35,17.965517,3,6,5,8.134192,Medium
211,1389,4,112,105,810,2,14,58,13,12.401786,6,4,2,7.716042,Low
2110,4079,4,200,187,2670,8,55,65,29,20.395,3,8,2,9.380184,High
2111,1284,6,112,104,470,25,47,37,45,11.464286,4,6,2,7.755574,Low
2112,2408,5,127,102,1279,1,59,53,58,18.96063,4,4,5,8.505902,Medium
2115,4059,7,216,195,2642,7,77,65,39,18.791667,3,9,5,9.227627,High
2116,4859,11,182,166,2954,4,43,61,26,26.697802,3,6,5,9.313713,High
2119,1175,2,35,32,655,14,25,56,78,33.571429,2,5,1,7.575456,Low
212,1350,7,106,102,945,15,40,70,39,12.735849,3,1,1,7.991345,Medium
2121,1683,7,106,98,1050,7,35,62,36,15.877358,5,4,2,8.389914,Medium
2123,1833,3,59,59,966,2,3,53,5,31.067797,4,6,2,8.373888,Medium
2124,3136,5,155,143,1447,2,32,46,22,20.232258,2,5,4,8.587102,Medium
2129,3310,5,130,117,1391,5,31,42,26,25.461538,2,4,2,8.740434,Medium
2130,2445,10,94,84,1037,7,28,42,33,26.010638,2,5,1,8.698314,Medium
2133,2054,6,124,111,1211,3,27,59,24,16.564516,5,7,2,8.712847,Medium
2134,3736,2,85,76,1859,1,12,50,16,43.952941,3,4,1,9.116924,High
214,1228,4,86,85,914,8,37,74,44,14.27907,5,1,2,7.885295,Medium
2140,675,1,48,46,353,60,14,52,30,14.0625,6,2,2,7.324971,Low
2147,2974,9,87,81,1376,5,24,46,30,34.183908,2,6,3,8.603353,Medium
2148,1918,2,123,120,1121,1,45,58,38,15.593496,5,4,4,8.083057,Medium
2154,1276,11,114,105,601,3,33,47,31,11.192982,4,4,2,7.759072,Low
2156,2936,2,80,77,1683,9,56,57,73,36.7,4,5,2,8.52138,Medium
2158,1262,10,81,76,699,3,21,55,28,15.580247,2,5,1,7.655623,Low
216,1047,9,120,108,626,1,37,60,34,8.725,3,5,1,7.872646,Low
2162,3610,6,119,111,1648,2,34,46,31,30.336134,4,6,1,9.416203,High
2168,3124,2,197,188,1793,1,52,57,28,15.857868,3,5,1,8.642355,Medium
2172,852,3,99,93,531,7,24,62,26,8.606061,2,7,2,7.786597,Low
2173,907,1,85,69,495,2,31,55,45,10.670588,2,4,2,7.672697,Low
2179,492,8,44,43,341,1,19,69,44,11.181818,4,4,3,7.24442,Low
218,2473,2,114,105,1582,1,47,64,45,21.692982,4,2,2,8.840162,High
2181,1039,5,55,50,661,10,19,64,38,18.890909,5,7,3,8.030881,Medium
2182,730,3,85,82,388,13,20,53,24,8.588235,4,6,2,7.333363,Low
2183,1447,9,132,119,681,6,25,47,21,10.962121,6,3,2,8.050461,Medium
2184,1719,7,236,180,982,5,66,57,37,7.283898,2,5,1,8.389558,Medium
2185,2786,2,89,86,2044,2,17,73,20,31.303371,2,8,4,8.987469,High
2186,1985,5,112,99,1310,10,33,66,33,17.723214,3,3,1,8.606948,Medium
2188,1733,3,117,115,888,3,27,51,23,14.811966,6,4,2,8.216866,Medium
219,4232,7,217,204,2685,3,52,63,25,19.502304,5,9,2,9.355937,High
2190,3648,1,159,148,1708,7,50,47,34,22.943396,3,5,4,8.871293,High
2193,3331,6,103,87,2271,9,31,68,36,32.339806,2,5,2,9.067512,High
2194,2703,17,374,297,1723,1,87,64,29,7.227273,5,3,1,8.752212,Medium
2198,3135,10,359,255,1794,1,43,57,17,8.732591,3,3,1,8.775355,Medium
2199,2487,6,119,119,1743,6,29,70,24,20.89916,1,5,3,8.449355,Medium
22,1951,5,110,109,1273,1,64,65,59,17.736364,4,6,2,8.569782,Medium
220,1168,4,68,67,432,33,16,37,24,17.176471,4,4,2,7.590958,Low
2200,3971,7,156,146,2946,6,58,74,40,25.455128,4,1,1,8.917539,High
2203,1268,5,92,79,821,1,21,65,27,13.782609,4,5,2,8.510181,Medium
2208,4082,7,181,162,2524,14,55,62,34,22.552486,3,5,3,9.137619,High
2209,2380,6,179,161,1404,3,43,59,27,13.296089,2,4,5,8.593334,Medium
221,1727,3,72,72,653,17,12,38,17,23.986111,6,2,1,7.927249,Medium
2217,1949,4,168,157,1134,4,46,58,29,11.60119,3,2,1,8.293089,Medium
222,2738,8,116,109,980,3,43,36,39,23.603448,3,4,2,8.592915,Medium
2221,1267,1,113,111,709,3,26,56,23,11.212389,6,4,1,7.741273,Low
2224,1679,3,106,105,1231,1,61,73,58,15.839623,1,12,1,8.290067,Medium
2231,1661,4,90,82,1006,8,18,61,22,18.455556,3,11,2,8.361154,Medium
2233,2991,7,224,201,2148,3,57,72,28,13.352679,2,9,1,8.872999,High
2234,2553,6,163,158,1524,2,44,60,28,15.662577,6,1,2,8.873724,High
2235,1004,8,81,76,707,7,30,70,39,12.395062,4,10,3,8.141437,Medium
2237,2158,5,133,129,1066,7,41,49,32,16.225564,4,5,1,8.393884,Medium
2243,1577,6,44,43,694,5,15,44,35,35.840909,4,5,2,8.298965,Medium
2250,1080,7,56,52,429,3,12,40,23,19.285714,3,6,1,7.62769,Low
2252,4391,4,282,215,1718,1,78,39,36,15.570922,4,5,4,8.981724,High
2254,485,5,73,62,263,143,30,54,48,6.643836,1,4,1,7.014095,Low
2260,3279,4,87,81,1579,5,27,48,33,37.689655,4,3,1,8.642623,Medium
2264,5808,6,314,266,3140,2,85,54,32,18.496815,4,12,2,9.736168,High
2266,3365,9,125,121,2083,8,52,62,43,26.92,2,4,1,8.982732,High
2269,1607,4,208,175,879,5,41,55,23,7.725962,5,4,2,8.086856,Medium
2272,742,3,70,59,401,13,15,54,25,10.6,6,3,2,7.716091,Low
2279,463,4,59,56,336,7,24,73,43,7.847458,2,5,2,6.879839,Low
2280,4648,5,205,150,2711,4,39,58,26,22.673171,3,2,3,9.377977,High
2282,602,4,79,76,376,3,6,62,8,7.620253,5,10,1,7.006587,Low
2284,5706,14,252,215,4150,2,57,73,27,22.642857,4,12,2,9.720524,High
2292,665,4,102,92,194,2,33,29,36,6.519608,4,4,5,6.905372,Low
2294,4013,5,157,117,1229,30,40,31,34,25.56051,4,3,4,8.944047,High
2295,4052,3,87,71,1503,21,21,37,30,46.574713,3,4,1,8.945331,High
2296,6163,7,229,205,2794,1,84,45,41,26.912664,3,8,2,9.500756,High
